"holder","segment","hectares","licenses","mining_lics","main_commodities","lics_in_default_2025","status"
"Chifwala Mabula Small Mines Company Limited","gemstones","56","1","0","Emerald/Beryllium","1","never_researched"
"Beatis Ventura Limited","gemstones","56","1","0","Tantalum/Silver/Quartz","1","never_researched"
"Sikum Agencies Limited","critical_battery","56","1","0","Manganese/Iron Ore/Copper","0","never_researched"
"EMPRIRIC TRADING LIMITED","gold","54","1","1","Gold","1","never_researched"
"Musenga Resources Limited","gold","53","1","1","Gold/Zinc/Cobalt","1","researched_no_channel"
"PAMU MINING LIMITED","gold","53","1","0","Iron Ore/Zinc/Copper","0","researched_no_channel"
"Leixin  Renewable Resources Limited","gold","53","1","1","Gold/Copper","1","never_researched"
"Maosheng Mineral Resources Zambia Limited","critical_battery","53","1","1","Gold/Manganese/Cobalt","0","never_researched"
"Sanchembe Gem And Minerals Limited","gemstones","53","1","0","Limestone (General)/Iron Ore/Anhydrite","0","never_researched"
"Wacha Mining Limited","gemstones","52","1","0","Manganese/Quartz/Copper","1","never_researched"
"Gertina Mines Limited","gemstones","51","1","1","Emerald/Beryllium","1","never_researched"
"Kanfield Limited","industrial_minerals","51","1","0","Anhydrite/Gypsum","1","researched_no_channel"
"SELMIN MINERALS LIMITED","gold","50","1","1","Gold/Copper/Cobalt","1","never_researched"
"Bruhati Mining and Minerals Limited","critical_battery","50","1","1","Manganese","1","never_researched"
"PLR Projects Zambia Ltd","critical_battery","50","1","1","Manganese/Quartz/Coal","1","never_researched"
"One Stop Tyre Express Limited","gold","50","1","0","Gold/Copper/Cobalt","0","never_researched"
"Chimetal Zambia Limited","critical_battery","50","1","1","Manganese","1","never_researched"
"Kayden Investments Limited","gemstones","50","1","0","Emerald","1","never_researched"
"United Alloys (Z) Limited","critical_battery","47","1","1","Manganese","1","never_researched"
"Lumezi Mining Limited","gemstones","47","1","0","Garnet","1","never_researched"
"Garba Trading Limited","gemstones","47","1","0","Emerald/Beryllium","1","never_researched"
"Solanga Enterprise Limited","gemstones","46","1","0","Gold/Iron Ore/Silver","0","never_researched"
"Lusa Small Mines Limited","gemstones","46","1","1","Emerald/Beryllium","1","researched_no_channel"
"Charizma Enterprises Limited","industrial_minerals","46","1","1","Limestone (General)/Dolomite","1","researched_no_channel"
"Tirupati Investment Limited","gemstones","45","1","0","Emerald/Quartz/Corundum","0","never_researched"
"H and K Investments Limited","gemstones","45","1","1","Emerald/Beryllium","1","researched_no_channel"
"Fitwama Mining Cooperative Society","gemstones","45","1","1","Emerald","0","never_researched"
"Mupasi Mining Company Limited","gemstones","45","1","0","Emerald","0","never_researched"
"Double ""C"" Investments Limited","gemstones","45","1","1","Tourmaline/Emerald","1","never_researched"
"Nyatungu  Multipurpose Coorperative  Society","gold","44","2","2","Copper/Cobalt/Silver","2","researched_no_channel"
"MC Chewe Building and General Contractors Limit","gemstones","44","1","0","Emerald","0","never_researched"
"M.G Mwanjisi Auto Parts Limited","gemstones","44","1","0","Emerald","1","researched_no_channel"
"Aurum Trading Limited","gemstones","43","1","0","Quartz/Nickel/Tantalum","1","never_researched"
"TRYTON CONSTRUCTION & ENGINEERING COMPANY LIMITED","industrial_minerals","43","1","0","Limestone (General)/Dolomite","1","researched_no_channel"
"CLASSACT VENTURES LIMITED","gold","43","1","0","Gold/Iron Ore/Cobalt","0","researched_no_channel"
"Fransia Investments Limited","critical_battery","40","1","0","Manganese/Silver/Zinc","0","never_researched"
"Emmanuel and Joseph Scrap Metal Co. Ltd.","gemstones","40","1","1","Emerald","1","never_researched"
"Chimanabubwe Business Enterprises Limited","critical_battery","40","1","0","Iron Ore/Manganese/Gold","1","never_researched"
"KANCHIBIYA METALS LIMITED","base_metals","40","1","0","Malachite/Copper/Cobalt","0","never_researched"
"Umetal Investments Limited","gold","40","1","1","Gold/Copper","0","researched_no_channel"
"Remmy Contractors And General Dealers Limited","gemstones","40","1","1","Quartz/Aquamarine","1","never_researched"
"Arinus Limited","gemstones","39","1","1","Emerald","1","never_researched"
"Rukwa Mines Limited","gemstones","37","1","0","Emerald/Copper","1","never_researched"
"Max Global Ferro Alloys Limited","critical_battery","37","1","1","Silica/Manganese","1","never_researched"
"Solwezi Cement Limited","critical_battery","37","1","1","Manganese/Silica/Limestone (General)","1","never_researched"
"Twalubuka Mineral Resources Limited","critical_battery","37","1","0","Manganese/Silver/Zinc","1","never_researched"
"Aggregates Limited","industrial_minerals","36","1","1","Dolomite","0","researched_no_channel"
"Empire Rock Limited","gemstones","36","1","0","Limestone (General)/Iron Ore/Anhydrite","1","never_researched"
"Ifisuma Tafisa Bwangu Mining Company Ltd","gold","36","2","1","Gold/Sulfur/Cobalt","1","researched_no_channel"
"BED-ROCK MINE LIMITED","gemstones","35","1","1","Emerald","0","never_researched"
"Farmers Development Cooperaative Union Society Limited","gold","34","5","5","Gold/Copper","0","researched_no_channel"
"Feedstock and Nutrition Manufactures Co-operative Society Limited","gold","34","5","5","Gold/Copper","0","researched_no_channel"
"Big ponds Zambia Limited","gold","33","1","0","Limestone (General)/Lead/Zinc","0","researched_no_channel"
"Lead Way Youth Multi Purpose Cooperative Society Limited","base_metals","33","1","0","Copper","1","researched_no_channel"
"Faren Mining and Metalllurgy Zambia Company Limited","gold","33","1","1","Gold/Copper","1","never_researched"
"Puza Investments Limited","gemstones","33","1","0","Manganese/Niobium (Columbium)/Limestone (General)","1","never_researched"
"Horeb  Investment Limited","gold","33","1","0","Silver/Uranium/Gold","0","never_researched"
"Abracha Zambia Limited","gemstones","32","1","0","Emerald/Beryllium","0","never_researched"
"Rifranto Mining Limited","gemstones","31","1","1","Emerald","1","never_researched"
"Golden Hill Industry Limited","base_metals","30","1","1","Copper/Cobalt","0","researched_no_channel"
"Huacheng Mining Zambia Limited","critical_battery","30","1","1","Manganese","0","researched_no_channel"
"Zambo Industrial Company Limited","critical_battery","30","1","1","Nickel/Mica/Manganese","1","never_researched"
"CHABOOTA INNOVATIONS LIMITED","gold","30","1","1","Gold/Copper","0","researched_no_channel"
"Henev Mining Limited","gold","30","1","0","Lead/Silica/Zinc","1","never_researched"
"SINKING MINING LIMITED","critical_battery","30","1","0","Malachite/Limestone (General)/Nickel","0","never_researched"
"Musanza Mining and Exploration Company Limited","critical_battery","30","1","0","Lead/Iron Ore/Limestone (General)","1","never_researched"
"Point & Line Technology Ltd","construction_materials","30","1","1","Stone","0","researched_no_channel"
"Kabula Exploration Limited","construction_materials","29","1","1","Stone","1","researched_no_channel"
"Kavs Equipment Limited","gemstones","28","1","1","Emerald","1","never_researched"
"Topglory Mining Company Limited","critical_battery","27","1","1","Manganese","1","researched_no_channel"
"Tawampa Multi-purpose Co-operative Society Limited","industrial_minerals","27","4","4","Dolomite/Granite","4","researched_no_channel"
"Omax Ferro Alloys Zambia Limited","critical_battery","27","1","1","Manganese/Quartz/Copper","1","never_researched"
"Aqu-Desert Zambia Limited","gold","27","1","0","Stone/Gold/Copper","1","never_researched"
"Zhixing Investment Limited","gold","27","1","1","Gold/Copper","0","researched_no_channel"
"Kushinshika Investments Limited","gemstones","27","1","1","Quartz/Emerald/Citrine","1","researched_no_channel"
"Kovichi Contractors and Suppliers Limited","industrial_minerals","27","1","1","Silica/Sand and Gravel","1","researched_no_channel"
"Zabwino-Ndidi Multi-Purpose Co-operative Society Limited","gold","26","4","4","Gold/Copper","3","researched_no_channel"
"WALALAHA INVESTMENT LIMITED","gold","26","1","1","Sand/Zinc/Iron Ore","1","never_researched"
"Matala Gold Hero Multi-Purpose Society Limited","gemstones","26","4","4","Gold/Silver/Zinc","4","researched_no_channel"
"Light Man Tours General Dealers Limited","gemstones","26","1","0","Quartz/Gold/Garnet","0","never_researched"
"One Palm Mining Limited","industrial_minerals","26","1","1","Limestone (General)","1","researched_no_channel"
"ZM and P (B.V.I) Holdings Limited","critical_battery","26","1","1","Tantalum/Silver/Tin","0","never_researched"
"Sichanzu Multipurpose Cooperative  society Limited","critical_battery","26","4","4","Iron Ore/Zinc/Gold","0","researched_no_channel"
"Moyo Chiefdom Multi purpose Cooperative Society Limited","gemstones","26","4","4","Feldspar/Emerald/Beryllium","0","researched_no_channel"
"Libra Mining Multi-Purpose Cooperative Society Limited","gold","26","4","4","Quartz/Silica/Limestone (General)","4","researched_no_channel"
"Continental Mining Limited","energy_minerals","26","2","1","Coal","1","researched_no_channel"
"Melzer Mining Limited","gemstones","25","1","1","Emerald","1","never_researched"
"EKS Mining International Limited","gemstones","24","1","1","Emerald","1","never_researched"
"Kasoma Mining Project Limited","critical_battery","23","1","0","Iron Ore/Lithium/Manganese","0","never_researched"
"Olipe Investments Limited","gemstones","23","1","0","Niobium (Columbium)/Nickel/Molybdenum","1","researched_no_channel"
"Novel Ferro Alloys Limited","critical_battery","23","1","1","Manganese/Quartz/Iron Ore","1","never_researched"
"Katanda Natural Resources Limited","critical_battery","23","1","0","Nickel/Manganese/Uranium","0","never_researched"
"Chikonka copper mines Limited","gemstones","23","1","0","Malachite/Iron Ore/Manganese","0","never_researched"
"Easy Resources Limited","gold","23","1","1","Gold/Silver/Cobalt","1","researched_no_channel"
"Thandizo Lathu Multipurpose Co-operative Society Limited","gemstones","22","4","4","Iron Ore/Manganese/Quartz","4","researched_no_channel"
"Luiri Miners Cooperative Society","critical_battery","20","3","3","Gold/Copper/Silver","3","researched_no_channel"
"Asal Trading Limited","gold","20","1","1","Gold","1","researched_no_channel"
"African Ferro Alloys Limited","critical_battery","20","1","1","Manganese","1","never_researched"
"Bubanji Resources Limited","gold","20","1","1","Gold","1","never_researched"
"Huan Yu Mining Mining Limited","gold","20","1","1","Gold/Copper/Cobalt","1","never_researched"
"Spaxs Mining Limited","critical_battery","20","1","0","Manganese/Sand and Gravel/Silica","1","never_researched"
"Golden Palace International Limited","industrial_minerals","20","1","0","Quartz","0","never_researched"
"MANFUIL MINING COMPANY LIMITED","base_metals","20","1","1","Sand/Zinc/Gravel","0","researched_no_channel"
"LELO Mult-Purpose Co-operative Society Limited","gemstones","20","3","3","Manganese/Gold/Copper","2","researched_no_channel"
"Goldtec Investment Limited","base_metals","20","1","1","Copper/Cobalt","1","never_researched"
"Mukala Mineral co-operative Society Limited","gold","20","3","3","Copper/Cobalt/Gold","3","researched_no_channel"
"MineralXplore Multi-Purpose  Cooperative Society limited","gold","20","3","3","Sand/Limestone (General)/Gold","2","researched_no_channel"
"ZAMKELA MINING LIMITED","gemstones","20","1","0","Ruby/Quartz/Niobium (Columbium)","0","never_researched"
"Auriga Minerals Limited","gold","20","1","1","Silver/Gold/Copper","1","researched_no_channel"
"CHALO MBANTHU YOUNG WOMEN MULTI-CO-OPERATIVE SOCIETY LIMITED","gemstones","20","3","3","Gold/Quartz/Copper","0","researched_no_channel"
"ZAMSERE YOUTHS MINING COOPERATIVE SOCIETY LIMITED","gemstones","20","3","3","Quartz/Manganese/Iron Ore","2","researched_no_channel"
"Dee Bees Store Limited","gemstones","20","1","0","Limestone (General)/Iron Ore/Anhydrite","0","never_researched"
"Lukomaria Mining Investment Limited","gemstones","20","1","0","Emerald/Beryllium","0","never_researched"
"Namita Construction and Mining Limited","gold","20","1","0","Silver/Gold","0","never_researched"
"Learn To Share Mining Co-Operative Society Limited","gemstones","20","3","3","Gold/Quartz/Tin","3","researched_no_channel"
"Chelekapa Mult-Purpose Co-operative Society Limited","gemstones","19","4","4","Copper/Zinc/Tourmaline","0","researched_no_channel"
"Makaasa Multi-Purpose Co-operative Society Limited","critical_battery","17","3","3","Quartz/Nickel/Rare EarthsElements","2","researched_no_channel"
"Millenium Business Systems Limited","gemstones","17","1","0","Quartz/Amethyst","0","never_researched"
"kamutumba mining company ltd","critical_battery","17","1","0","Manganese/Silver/Zinc","1","never_researched"
"Gladpal Investment Limited","critical_battery","17","1","1","Lead/Manganese/Zinc","1","researched_no_channel"
"Benchmark Mining Limited","critical_battery","16","1","0","Lead/Iron Ore/Manganese","1","never_researched"
"Honesty Mining Company Limited","gemstones","14","1","0","Rare EarthsElements/Silver/Lead","1","never_researched"
"Daxing Mining Company Limited","critical_battery","13","1","1","Manganese","1","never_researched"
"Front Page Multi-Purpose Cooperative Society Limited","gemstones","13","2","2","Clay (General)/Mineral Sands/Feldspar","2","researched_no_channel"
"Fyakufolobolafye Mining Cooperative Society Limited","gemstones","13","2","2","Gold/Silver/Zinc","2","researched_no_channel"
"Nyamphende Small Scale Mining Cooperative Society","gold","13","2","2","Quartz/Gold/Copper","0","researched_no_channel"
"Daron Mining and Exploration Limited","gemstones","13","1","0","Garnet/Emerald/Gold","0","never_researched"
"LUKUNKA CENTRAL MULTI -PURPOSE CO-OPERATIVE SOCIETY LIMITED","gold","13","2","2","Iron Ore/Gold/Copper","0","researched_no_channel"
"City Mine Multi-purpose Cooperative Society Limited","gemstones","13","2","2","Tungsten/Lithium/Rare EarthsElements","2","researched_no_channel"
"Endeavor Rise Multi-Purpose Co-operative Society Limited","gemstones","13","2","2","Gold/Gemstones/Copper","0","researched_no_channel"
"E-Stone Works Enterprises Limited","gemstones","13","1","0","Lithium/Manganese/Iron Ore","1","never_researched"
"DZ Trading and Logistics Company Limited","gold","13","1","1","Gold/Copper","1","never_researched"
"AAL- Grace Mining Co-operative Society Limited","gold","13","2","2","Iron Ore/Zinc/Copper","0","researched_no_channel"
"Elijah Moomba General Dealers Limited","gemstones","13","1","1","Iron Ore/Silver/Zinc","1","researched_no_channel"
"Twawilwa Multi Purpose Cooperative  Limited","gold","13","2","2","Gold","2","researched_no_channel"
"Lumbeni Multi-purpose Co-operative Society Limited","critical_battery","13","2","2","Lead/Manganese/Zinc","1","researched_no_channel"
"COMETOGETHER MULTI-PURPOSED CO-OPERATIVE SOCIETY LIMITED","gemstones","13","2","2","Rare EarthsElements/Silver/Quartz","0","researched_no_channel"
"Twafwilishane Multi-Purpose Co-operative Society Limited","critical_battery","13","2","2","Zinc/Lead/Copper","1","researched_no_channel"
"Makgreen Consultant Limited","gemstones","13","1","0","Manganese/Laterite/Nickel","0","never_researched"
"New Norodom Mines Limited","gemstones","13","1","1","Emerald/Beryllium","1","never_researched"
"LUSAC BUILDERS MULTI- PURPOSE  CO-OPERATIVE SOCIETY LIMITED","gemstones","13","2","2","Nickel/Anhydrite/Zinc","1","researched_no_channel"
"Orin Resources Limited","gold","13","1","1","Silver/Gold/Copper","0","never_researched"
"Founded Business Trust Holdings Zambia Limited","critical_battery","13","1","1","Lead/Iron Ore/Manganese","1","never_researched"
"Lubalashi Co-operative Limited","industrial_minerals","13","2","2","Limestone (General)","2","researched_no_channel"
"NORTHWEST - LINE MULTIPURPOSE CO-OPERATIVE SOCIETY LIMITED","gemstones","13","2","2","Zinc/Anhydrite/Quartz","1","researched_no_channel"
"Nordic Mineral Traders Limited","critical_battery","13","1","1","Manganese/Zinc/Cobalt","1","researched_no_channel"
"Ethical Exim Investments Limited","critical_battery","13","1","1","Manganese/Aluminum (Other)","1","never_researched"
"Unified Mining Limited","gold","13","1","1","Silver/Gold/Copper","1","researched_no_channel"
"True Ore Mines and Minerals (Tomm) Private Limited","critical_battery","13","1","1","Manganese/Gold/Copper","1","never_researched"
"Elikato General Dealers Limited","gold","13","1","0","Limestone (General)/Lead/Zinc","0","never_researched"
"Faith Womens Mining Cooperative Society Limited","gemstones","13","2","2","Gold/Iron Ore/Quartz","0","researched_no_channel"
"Tongxin Metal Company Limited","gold","13","1","1","Gold/Lead/Cobalt","1","never_researched"
"Ikondo Mining Cooperative Society (IMCS)","gold","13","2","2","Gold/Zinc/Copper","2","researched_no_channel"
"Redeem Investments Company Limited","gold","13","1","1","Gold","1","researched_no_channel"
"SIXM ENTERPRISE LIMITED","critical_battery","13","1","0","Manganese/Silver/Zinc","0","never_researched"
"Chibechatu Multi-purpose Co-operative Society Limited","gemstones","13","2","2","Nickel/Lithium/Zinc","1","researched_no_channel"
"Mulonga Mining Cooperative Society Limited","gemstones","13","2","2","Lead/Anhydrite/Manganese","1","researched_no_channel"
"Chikoti Khisa-Mining Co-operative Society Limited","critical_battery","13","2","2","Quartz/Rare EarthsElements/Cobalt","0","researched_no_channel"
"MBOOZIBATEBULI MULTI- PURPOSE CO-OPERATIVE SOCIETY LIMITED","industrial_minerals","13","2","2","Quartz/Stone/Granite","2","researched_no_channel"
"CHINTUCHOMWE MULTI-PURPOSE CO-OPERATIVE SOCIETY LIMITED","gemstones","13","2","2","Quartz/Nickel/Zinc","0","researched_no_channel"
"Muchinga Route Multi-purpose Co-operative Society Limited","gemstones","13","2","2","Nickel/Anhydrite/Zinc","2","researched_no_channel"
"HORMAR TRADING LIMITED","gold","13","1","1","Gold/Copper","0","never_researched"
"Bwesu Ubunoshi Multipurpose Cooperative Society","critical_battery","13","2","2","Rare EarthsElements/Tantalum/Copper","1","researched_no_channel"
"KYASALAULA MULTIPURPOSE CO-OPERATIVE SOCIETY","critical_battery","13","2","2","Zinc/Gold/Copper","0","researched_no_channel"
"PROGRESSION YOUTH MULTI PURPOSE COOPERATIVE SOCIETY LIMITED","gold","13","2","2","Gold/Copper/Zinc","0","researched_no_channel"
"Kaaf Investment Limited","gold","13","1","1","Gold/Copper","1","never_researched"
"Atlas Alloys Zambia Limited","critical_battery","13","1","1","Manganese","1","never_researched"
"Marumunachi Mining Company Limited","gemstones","13","1","0","Emerald/Aquamarine","0","never_researched"
"Solola Multi-purpose Co-operative","gold","13","2","2","Gold/Copper/Silver","0","researched_no_channel"
"Kalomona Mining Cooperative Society Limited","industrial_minerals","13","2","2","Quartz","2","researched_no_channel"
"Kamabanga Mining Limited","gold","13","1","0","Gold/Silver/Cobalt","1","never_researched"
"Serenje Smelting Zambia Limited","critical_battery","13","1","1","Manganese/Copper/Cobalt","1","never_researched"
"Central Mining Local Multi-Purpose Co-operative Society Limited","critical_battery","13","2","2","Nickel/Silver/Zinc","0","researched_no_channel"
"Junsheng Industry Company Limited","base_metals","13","1","1","Copper/Cobalt","0","researched_no_channel"
"Chengde Mining Limited","critical_battery","13","1","1","Lead/Iron Ore/Manganese","1","never_researched"
"MEDIBUK INVESTMENTS LIMITED","gemstones","13","1","0","Lithium/Manganese/Iron Ore","0","never_researched"
"QUICK SQUAD MULTI-PURPOSE COOPERATIVE LIMITED","gold","13","2","2","Copper/Cobalt/Gold","0","researched_no_channel"
"Mwapo Business Solutions Limited","critical_battery","13","1","0","Nickel/Silver/Zinc","0","never_researched"
"Green Machinery Suppiers Limited","unknown","13","1","1","","1","researched_no_channel"
"Hilaac Company Limited","gold","13","1","1","Gold","1","never_researched"
"Taysiir Investments Limited","gold","13","1","1","Gold","1","never_researched"
"Real Oil Investment Limited","gold","13","1","1","Silver/Zinc/Iron Ore","1","never_researched"
"Benecho Women Multi-purpose Co-operative Society Limited","gemstones","13","2","2","Limestone (General)/Manganese/Anhydrite","2","researched_no_channel"
"Ramoji Resources Limited","base_metals","13","1","1","Copper","1","researched_no_channel"
"Aku Resources Limited","gold","13","1","1","Gold/Copper","1","never_researched"
"Silver Grown Investment Limited","gold","13","2","2","Gold/Copper","2","researched_no_channel"
"Zambia Savings and Credit Union Cooperative Society Limited","gemstones","13","2","2","Iron Ore/Anhydrite/Gypsum","2","researched_no_channel"
"Grhhin Mine Limited","gold","13","1","0","Iron Ore/Silver/Zinc","1","never_researched"
"H.G High Grade Resources Limited","base_metals","13","1","1","Copper/Cobalt","1","never_researched"
"Mwandanga Mining And Crushing Multi-purpose Co-operative Society Limited","gemstones","13","2","2","Quartz/Iron Ore/Manganese","1","researched_no_channel"
"Double impacty Construction Company Ltd","industrial_minerals","11","1","1","Marble/Limestone (General)","1","never_researched"
"Havfree International Trade (pty) Limited","critical_battery","11","1","0","Nickel/Manganese/Zinc","1","never_researched"
"Hartebeest Resources Limited","critical_battery","11","1","0","Lead/Iron Ore/Manganese","1","researched_no_channel"
"Kasompe Mining Limited","other","10","1","1","Laterite","1","researched_no_channel"
"Nasteho Investment Limited","gold","10","1","1","Gold/Copper","0","never_researched"
"GALHARUR INVESTMENT LIMITED","gold","10","1","1","Gold","1","never_researched"
"House of Minerals Limited","gold","10","1","0","Silver/Zinc/Gold","1","never_researched"
"Des Export Zambia Limited","gold","10","1","1","Gold","1","never_researched"
"Kevmich Resources Limited","gold","10","1","1","Gold/Copper/Cobalt","1","never_researched"
"Taida Resources Limited","gold","10","1","0","Malachite/Silver/Zinc","0","researched_no_channel"
"Chakumbila Mining Co-operative Society Limited","gold","7","1","1","Iron Ore/Gold/Copper","0","never_researched"
"Chakumbila Multi-Purpose Co-operative Society Limited","gold","7","1","1","Iron Ore/Gold/Copper","0","never_researched"
"Zoncor Mining Limited","gold","7","1","1","Silver/Gold/Copper","1","never_researched"
"Chipe Chipe Youth Multi-Purpose Co-operative Society Limited","gold","7","1","1","Gold/Copper/Cobalt","1","researched_no_channel"
"CHAKWANGA MULTI PURPOSE COOPERATION SOCIETY LIMITED","critical_battery","7","1","1","Gold/Manganese/Cobalt","0","never_researched"
"Centralpit Learn Multi-purpose Co-operative Society Limited","critical_battery","7","1","1","Silica/Graphite","0","never_researched"
"Vic-Chafi MultIpurpose Cooperative Society Limited","gemstones","7","1","1","Quartz/Aquamarine","0","never_researched"
"Broadway Mining Cooperative Society Limited","gold","7","1","1","Gold/Copper","0","researched_no_channel"
"Baalgoray Trading Limited","gold","7","1","1","Gold","1","never_researched"
"Bwesu Ubunonshi Multi-Purpose Cooperative Society Limited","critical_battery","7","1","1","Tantalum/Tin/Rare EarthsElements","0","never_researched"
"Dalmar Investments Limited","gold","7","1","1","Gold/Copper","0","never_researched"
"5 stars Multi Purpose Coopérative Society Limited","critical_battery","7","1","1","Sand and Gravel/Quartz/Zinc","1","never_researched"
"Central Youth Muilt Purpose Cooperative Society Limited","critical_battery","7","1","1","Zinc/Manganese/Lead","1","never_researched"
"Central Province Co-operative Union Limited","critical_battery","7","1","1","Manganese/Lead/Zinc","1","never_researched"
"AZMI MINING CO OPERATIVE SOCIETY LIMITED","gold","7","1","1","Gold","0","researched_no_channel"
"Buneme Multi-Purpose Cooperative Society Limited","gold","7","1","1","Iron Ore/Lead/Silver","0","never_researched"
"CHOOLWE INVESTMENT LIMITED","gold","7","1","1","Silver/Gold/Copper","0","never_researched"
"Wanshida International Investments Company Limited","base_metals","7","1","1","Copper/Cobalt","0","researched_no_channel"
"Ahom Investments Limited","gold","7","1","1","Gold","1","never_researched"
"Alphaone Investments Limited","gold","7","1","1","Sand/Silver/Zinc","0","never_researched"
"Anahela Gold Mining Co-operative Society Limited","critical_battery","7","1","1","Lead/Manganese/Zinc","1","never_researched"
"Chimwelelende Mining Cooperative LTD","gold","7","1","1","Mineral Sands/Quartz/Gold","1","never_researched"
"Chimwelelende Mining Cooperative Society Limited","gemstones","7","1","1","Quartz/Sand and Gravel/Granite","1","never_researched"
"Zao Mining Cooperative Society Limited","gemstones","7","1","1","Quartz/Manganese/Rare EarthsElements","1","researched_no_channel"
"Akainga Multi-purpose Co-operative Society Limited","critical_battery","7","1","1","Iron Ore/Lead/Nickel","1","researched_no_channel"
"Balume Mining Co-operative Society Limited","gemstones","7","1","1","Gold/Iron Ore/Zinc","0","never_researched"
"Benechishi Mining Co-operative Society Limited","critical_battery","7","1","1","Rare EarthsElements/Feldspar/Chromium","1","never_researched"
"AIGLE MULTI-PURPOSE COOPERATIVE SOCIETY LIMITED","gemstones","7","1","1","Quartz/Gold/Zinc","1","never_researched"
"Chisokota Multi-purpose Co-operative Society Limited","critical_battery","7","1","1","Lead/Manganese/Zinc","1","never_researched"
"Albino Multipurpose Cooperative Society Limited","gemstones","7","1","1","Quartz/Manganese/Limestone (General)","1","never_researched"
"Beunasha Multi Purpose Cooperative Society Limited","critical_battery","7","1","1","Lead/Tin/Zinc","1","never_researched"
"Wabanganya Multipurpose Cooperative Society","gemstones","7","1","1","Nickel/Magnesium (Brucit)/Rare EarthsElements","1","never_researched"
"Vyane Mult-Purpose Co-operative Society Limited","critical_battery","7","1","1","Manganese/Lead/Nickel","1","never_researched"
"Virgin Blue Company","critical_battery","7","1","1","Malachite/Manganese/Lead","1","never_researched"
"Collussion Mining Co-cooperative Society Limited","gemstones","7","1","1","Manganese/Lithium/Lead","0","never_researched"
"BOMAS Mining Cooperative Society","gemstones","7","1","1","Silver/Tourmaline/Gold","0","never_researched"
"Chau Ubuntu Multi- Purpose Co-operative Limited","gemstones","7","1","1","Iron Ore/Anhydrite/Gypsum","1","never_researched"
"BOMBA ULYA MINING COOPERATIVE SOCIETY LIMITED","gemstones","7","1","1","Quartz/Sugilite/Tourmaline","1","never_researched"
"VINEYARD MULTI-PURPOSE CO-OPERATIVE SOCIETY LIMITED","gold","7","1","1","Gold/Silver/Cobalt","1","never_researched"
"Chao Chikupi Mining Cooperative","gold","7","1","1","Gold/Copper/Cobalt","1","never_researched"
"Activeone Investment Limited","gold","7","1","1","Iron Ore/Sand/Copper","1","never_researched"
"CHIHAFE MULTI PURPOSE  CO-OPERATIVE","critical_battery","7","1","1","Manganese/Rhodium/Gold","1","never_researched"
"Chibulu Tulipamo Mining Co-operative Society Limited","gemstones","7","1","1","Manganese/Zinc/Gold","1","researched_no_channel"
"Zambian Gold Tiger Construction and Materials Limited","industrial_minerals","7","1","1","Limestone (General)/Granite/Dolomite","1","researched_no_channel"
"APP STAR  INVESTMENTS LIMITED","gold","7","1","1","Gold","1","never_researched"
"Chetu Multi-Purpose Co-Operative Society Limited","gemstones","7","1","1","Silver/Quartz/Nickel","1","never_researched"
"Bachoba Multi-Purpose Co-operative Society Limited","critical_battery","7","1","1","Silica/Manganese/Silver","1","never_researched"
"Zagema Mining and Mineral Trading Corperative","gemstones","7","1","1","Sand and Gravel/Clay (General)/Aquamarine","1","researched_no_channel"
"Classic Future Development Company Limited","gold","7","1","1","Gold","1","never_researched"
"Makandwe Multi-purpose cooperative Society Limited","gold","7","1","1","Iron Ore/Silver/Gold","1","never_researched"
"Madibba Resources Multipurpose Cooperative Society","gemstones","7","1","1","Quartz/Radium/Nickel","1","never_researched"
"Malemashi Copper Mult Purpose Cooperative Society Limited","gemstones","7","1","1","Quartz/Silver/Tourmaline","0","never_researched"
"Mandala Multi-purpose Co-operative Society Limited","industrial_minerals","7","1","1","Quartz","0","researched_no_channel"
"Malota Multpurpose Cooperative Society Limited","critical_battery","7","1","1","Limestone (General)/Lead/Zinc","1","researched_no_channel"
"Lukalia Mining Co-operative Society Limited","critical_battery","7","1","1","Manganese/Sand/Sugilite","1","researched_no_channel"
"Lugubbe Multi-Purpose Co-operative Society Limited","gold","7","1","1","Mica/Limestone (General)/Silica","1","researched_no_channel"
"Lukamantano Youth Multi-Purpose Cooperative","critical_battery","7","1","1","Pyrite/Tin/Zinc","1","never_researched"
"Rufunsa Green Multi-purpose Co-operative Society Limited","critical_battery","7","1","1","Manganese/Gold/Copper","0","never_researched"
"Safe Haven Investments Limited","gold","7","1","1","Gold/Copper","1","researched_no_channel"
"Mango Mining Co-operative Society Limited","critical_battery","7","1","1","Gold/Nickel/Cobalt","1","never_researched"
"QUICK SQUADMULTI-PURPOSE COOPERATIVE LIMITED","critical_battery","7","1","1","Manganese/Quartz/Copper","0","never_researched"
"Mindende Mult-purpose Cooperative Society Limited","gold","7","1","1","Silver/Zinc/Gold","1","researched_no_channel"
"Mkumbacanoka Mining Co-operatives  Society Limited","gemstones","7","1","1","Silica/Quartz/Manganese","0","never_researched"
"Mpanga Mining Cooperative Society Limited","gold","7","1","1","Platinum Group Metals/Silver/Uranium","0","never_researched"
"Moyan Services Limited","gold","7","1","1","Gold","1","never_researched"
"Mapatizya Central Multi-Purpose Cooperative Society","gemstones","7","1","1","Lithium/Lead/Mica","1","never_researched"
"Risers Mining Cooperative Society Limited","critical_battery","7","1","1","Lead/Manganese/Gold","1","never_researched"
