"holder","declared_business","business_class","name_contradicts_declaration","entity_number","registration_date","hectares","licenses","mining_lics","main_commodities","beneficial_owner_declared","annual_return_filed","lics_in_default_2025"
"Mwalkan Investments Limited","Mining of other non-ferrous metal ores","mining_related","no","120200006882","26/08/2020","162","1","0","Manganese/Lead/Zinc","1","0","0"
"KANONGO MINING LIMITED","Other mining and quarrying n.e.c.","mining_related","no","120230061224","18/12/2023","160","1","0","Manganese/Limestone (General)/Zinc","1","1","0"
"Garuda Resources Limited","Other mining and quarrying n.e.c.","mining_related","no","120220026602","14/01/2022","159","3","0","Manganese/Iron Ore/Quartz","1","1","3"
"Sulocha Mines Limited","Support activities for other mining and quarrying","mining_related","no","119880016819","29/03/1988","155","1","0","Emerald","0","0","0"
"Twapenga mining and Prospecting Limited","Support activities for other mining and quarrying","mining_related","no","120050059183","23/06/2005","155","1","1","Emerald","1","1","1"
"Mwangeli Emerald Mining Limited","Support activities for other mining and quarrying","mining_related","no","120020044629","31/12/2002","155","1","1","Emerald","0","0","0"
"Lusinde Investments Limited","Other retail sale not in stores, stalls or markets","mining_related","no","119900022342","20/12/1990","155","1","1","Diatomite","0","0","1"
"Fanamu Mining Company","Mining of iron ores","mining_related","no","120180005547","04/07/2018","155","1","1","Silver/Gold/Copper","0","0","0"
"Mambombu Mining Limited","Support activities for other mining and quarrying","mining_related","no","120220032309","04/05/2022","151","1","0","Granite/Iron Ore/Limestone (General)","1","0","1"
"Provential Investments Limited","Support activities for other mining and quarrying","mining_related","no","120200003505","11/05/2020","147","1","0","Tantalum/Tin/Amethyst","0","0","1"
"Ndodzomuyaco Mining Limited","Support activities for other mining and quarrying","mining_related","no","120180010743","21/12/2018","144","1","1","Emerald/Beryllium","0","0","1"
"NTHANZI MINERAL LIMITED","Mining of other non-ferrous metal ores","mining_related","no","120230058736","26/10/2023","142","1","0","Rhodium/Rubidium/Malachite","1","1","0"
"Nkana Mining and Mineral Processing Limited","Support activities for other mining and quarrying","mining_related","no","120180006889","17/08/2018","140","1","1","Copper/Cobalt","0","1","0"
"Tukongote Mining Limited","Support activities for other mining and quarrying","mining_related","no","119870015881","29/06/1987","137","1","0","Garnet/Gold/Quartz","0","1","0"
"Gemgarden Mining Limited","Other mining and quarrying n.e.c.","mining_related","no","120150137847","03/12/2015","135","1","1","Emerald/Garnet/Amethyst","0","0","1"
"Prolight Investment Limited","Other retail sale of new goods in specialized stores","mining_related","no","120180002849","06/04/2018","135","1","0","Silver/Manganese/Zinc","1","0","1"
"Diakite Minerals Purple Gem Limited","Support activities for other mining and quarrying","mining_related","no","120160007786","28/10/2016","134","1","1","Tantalum/Tin/Zinc","0","0","1"
"Mwema Mining Investment Limited"," Other mining and quarrying n.e.c.","mining_related","no","120210017834","30/06/2021","133","1","0","Limestone (General)/Manganese/Zinc","1","0","1"
"Khazma Investments Limited","Mining of other non-ferrous metal ores","mining_related","no","120190003102","17/04/2019","130","1","0","Tantalum/Tin/Quartz","1","0","0"
"AAkala Investment Limited","Support activities for other mining and quarrying","mining_related","no","119930030038","20/10/1993","121","1","0","Amethyst","0","0","0"
"Chema Mining Limited","Support activities for other mining and quarrying","mining_related","no","120150132391","18/05/2015","120","1","0","Emerald","0","0","1"
"Bwino Mining Limited","Support activities for other mining and quarrying","mining_related","no","120241006972","18/05/2024","120","1","0","Lead/Iron Ore/Zinc","1","0","1"
"Chuvubwe Mining Limited","Other mining and quarrying n.e.c.","mining_related","no","120241011448","18/08/2024","119","1","0","Quartz/Emerald/Beryllium","1","0","0"
"Bestgrade Mining Investments Limited","Support activities for other mining and quarrying","mining_related","no","120220039157","14/09/2022","119","2","2","Emerald/Beryllium","1","0","2"
"Nachilala Mining Company Limited","Other mining and quarrying n.e.c.","mining_related","no","120230046540","21/02/2023","118","1","0","Garnet/Gold/Tourmaline","1","0","1"
"Mukanjaka Mining Industries Company Limited","Support activities for other mining and quarrying","mining_related","no","119860014610","04/03/1986","117","1","1","Emerald","0","0","0"
"Luangwa Gemfields Mining Company Limited","Other mining and quarrying n.e.c.","mining_related","no","120210013311","25/02/2021","116","1","0","Phosphorus-Phosphates/Nickel/Quartz","1","0","1"
"Mofwe Gemstone mining","Support activities for other mining and quarrying","mining_related","no","120010047311","21/05/2001","112","1","0","Emerald","0","0","0"
"Firestone Mining Limited","Mining of other non-ferrous metal ores","mining_related","no","120180002088","14/03/2018","112","1","1","Emerald/Beryllium","0","1","0"
"Alumbwe Emerald Mines Limited","Support activities for other mining and quarrying","mining_related","no","119970038275","22/05/1997","111","1","1","Quartz/Tourmaline/Beryllium","0","0","1"
"Wang Sheng Mining Limited","Support activities for other mining and quarrying","mining_related","no","120030051676","06/02/2003","111","1","1","Emerald","0","0","1"
"Skopos Resources Limited","Other mining and quarrying n.e.c.","mining_related","no","120230060961","12/12/2023","110","1","0","Quartz/Emerald/Beryllium","1","0","0"
"Rong Xing Investments Limited","Mining of other non-ferrous metal ores","mining_related","no","120160005748","16/08/2016","110","1","1","Manganese/Zinc/Gold","0","1","0"
"Kasimure Enterprises Limited","Support activities for other mining and quarrying","mining_related","no","120000044369","23/03/2000","110","1","0","Emerald/Beryllium","0","0","1"
"GoodRock Zambia Limited","Quarrying of stone, sand and clay","mining_related","no","120160007408","13/10/2016","110","1","1","Manganese","0","1","0"
"Ndulumba Mines Limited","Support activities for other mining and quarrying","mining_related","no","119900021041","11/06/1990","110","1","1","Emerald","1","1","1"
"Albany Logistics Limited","Support activities for other mining and quarrying","mining_related","no","120241002179","13/02/2024","109","1","0","Nickel/Manganese/Zinc","1","0","1"
"CHISUMA MINING LIMITED","Other mining and quarrying n.e.c.","mining_related","no","120241014084","11/10/2024","108","1","1","Emerald","1","0","1"
"Zamway Mining Limited","Support activities for other mining and quarrying","mining_related","no","120040055065","19/04/2004","107","1","1","Emerald","0","0","1"
"Jearmy Enterprises Limited","Other retail sale not in stores, stalls or markets","mining_related","no","119910022908","04/04/1991","107","1","0","Emerald/Gold/Copper","0","0","1"
"Haroons Minerals Limited","Other mining and quarrying n.e.c.","mining_related","no","120220036050","14/07/2022","107","1","0","Silver/Phosphorus-Phosphates/Nickel","1","0","0"
"John Matongo Mine Limited","Support activities for other mining and quarrying","mining_related","no","120150134319","28/07/2015","102","1","1","Emerald/Beryllium","0","0","0"
"Omei Investments Limited","Support activities for other mining and quarrying","mining_related","no","119860014909","14/07/1986","100","1","1","Emerald","0","0","1"
"Fleuve Stones Limited","Other mining and quarrying n.e.c.","mining_related","no","120160004062","07/06/2016","99","1","1","Quartz/Tourmaline/Amazonite","1","0","1"
"ALD Plant & Fleet Management Limited","Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores","mining_related","no","120110093321","21/06/2011","99","1","1","Granite/Crushed/Broken Stone","0","0","1"
"Panamba Mining Limited","Other mining and quarrying n.e.c.","mining_related","no","120170002999","13/04/2017","98","1","1","Emerald","0","0","0"
"Louis Mining Company Limited","Other mining and quarrying n.e.c.","mining_related","no","120190005618","19/07/2019","97","1","0","Manganese/Silver/Copper","1","0","0"
"A.L. IMPORTERS AND EXPORTERS LIMITED","Other retail sale in non-specialized stores","mining_related","no","120220026403","11/01/2022","95","1","0","Manganese/Malachite/Limestone (General)","1","1","0"
"TERRANEX RESOURCES LIMITED","Mining of other non-ferrous metal ores","mining_related","no","120241013677","04/10/2024","94","1","1","Gold","1","0","0"
"Newcrest Lime Limited"," Other mining and quarrying n.e.c.","mining_related","no","120210017287","15/06/2021","92","1","1","Limestone (General)","1","0","1"
"Paragon   Exploration  and Mining Company Zambia  Limited","Support activities for other mining and quarrying","mining_related","no","120220027086","24/01/2022","92","1","0","Iron Ore/Manganese/Zinc","1","0","1"
"Huacheng Calcium Industry Limited","Quarrying of stone, sand and clay","mining_related","no","120180009506","12/11/2018","92","3","2","Limestone (General)","0","1","1"
"FiveWood Mining International Limited","Support activities for other mining and quarrying","mining_related","no","120130116390","14/10/2013","92","1","0","Emerald/Beryllium","0","0","0"
"Chizam Explosives and Mining Limited","Other mining and quarrying n.e.c.","mining_related","no","120241017371","16/12/2024","92","1","0","Sand/Quartz/Silver","1","0","0"
"Chumwe Mining Limited","Support activities for other mining and quarrying","mining_related","no","120040057169","01/12/2004","91","1","1","Emerald/Beryllium","0","0","1"
"Chaka's Mining and Suppliers Limited","Other mining and quarrying n.e.c.","mining_related","no","120160007794","28/10/2016","91","1","1","Quartz/Aquamarine/Amethyst","0","0","0"
"Gulnoor Mining Limited","Mining of other non-ferrous metal ores","mining_related","no","120200008144","28/09/2020","90","1","0","Iron Ore/Gold/Tourmaline","1","0","1"
"Southern Africa Ferro Alloys Limited","Support activities for other mining and quarrying","mining_related","no","120110090840","09/03/2011","90","1","1","Manganese/Tin/Zinc","1","1","0"
"Gabmans Limited","Retail sale of hardware, paints and glass in specialized stores","mining_related","no","119910023398","21/06/1991","90","1","1","Emerald/Beryllium","0","0","0"
"Aupie Mining Company Limited","Support activities for other mining and quarrying","mining_related","no","120030052618","06/05/2003","89","1","0","Tourmaline/Quartz/Aquamarine","0","0","0"
"Mitondo Mining Company Limited","Support activities for other mining and quarrying","mining_related","no","119870016329","05/11/1987","88","1","1","Emerald/Beryllium","0","0","1"
"Tikumbe Mining Limited","Support activities for other mining and quarrying","mining_related","no","120050060079","29/09/2005","87","1","0","Copper","0","0","0"
"Closet Enterprises Limited","Other retail sale not in stores, stalls or markets","mining_related","no","120130112484","27/05/2013","86","1","0","Manganese/Silver/Gold","0","0","1"
"Suanni mining limited.","Mining of other non-ferrous metal ores","mining_related","no","120241003154","29/02/2024","83","1","0","Emerald/Gold/Cobalt","1","1","0"
"One Pride Small Mining limited","Mining of other non-ferrous metal ores","mining_related","no","120180002101","14/03/2018","83","1","1","Manganese/Lead/Zinc","0","0","1"
"Kasempa Copper Mines Zambia Limited","Support activities for other mining and quarrying","mining_related","no","120070067788","27/07/2007","83","1","0","Gold/Copper/Cobalt","0","0","0"
"Anantha Minerals Limited"," Other mining and quarrying n.e.c.","mining_related","no","120210016790","02/06/2021","81","1","0","Niobium (Columbium)/Nickel/Molybdenum","1","1","0"
"Memory Kambulu Resources Limited","Other mining and quarrying n.e.c.","mining_related","no","120170001809","03/03/2017","81","1","1","Tin/Quartz/Tungsten","0","0","1"
"Epitomatic General Trade Limited","Support activities for other mining and quarrying","mining_related","no","120241001111","24/01/2024","80","1","0","Nickel/Manganese/Malachite","1","1","0"
"MUKWARUWANDI MINING AND CONSTRUCTION LIMITED","Mining of other non-ferrous metal ores","mining_related","no","120241008447","14/06/2024","80","1","0","Quartz/Kyanite/Tourmaline","1","0","1"
"Swarna Metals Zambia Limited","Manufacture of other non-metallic mineral products n.e.c.","mining_related","no","120220037720","17/08/2022","80","1","1","Manganese/Malachite/Nickel","1","1","0"
"Jomemu Rockyview Logistics Limited","Other retail sale in non-specialized stores","mining_related","no","120230045602","03/02/2023","79","1","0","Quartz/Nickel/Manganese","1","0","0"
"USTAWI INVESTMENT LIMITED","Other mining and quarrying n.e.c.","mining_related","no","120251018618","16/01/2025","77","1","0","Copper/Emerald/Zinc","1","1","0"
"Mukulu Mining Limited","Support activities for other mining and quarrying","mining_related","no","120190002413","19/03/2019","77","1","1","Tourmaline/Emerald/Beryllium","1","0","1"
