"holder","declared_business","business_class","name_contradicts_declaration","entity_number","registration_date","hectares","licenses","mining_lics","main_commodities","beneficial_owner_declared","annual_return_filed","lics_in_default_2025"
"Pike Tech Engineering Limited","Other specialized construction activities","NOT_mining_related","no","120210013455","02/03/2021","461","1","0","Iron Ore/Manganese/Quartz","1","1","1"
"Khlozo Construction And General Dealers Limited","Other specialized construction activities","NOT_mining_related","no","120230057022","21/09/2023","447","1","0","Nickel/Silver/Zinc","1","0","0"
"Maks Hill Investment Limited","Non-specialized wholesale trade","NOT_mining_related","no","120200009374","02/11/2020","440","1","0","Gold/Manganese/Cobalt","1","0","0"
"Delta Electrical Work and Suppliers Limited","Non-specialized wholesale trade","NOT_mining_related","no","120230055168","18/08/2023","439","1","0","Gold/Iron Ore/Cobalt","1","1","0"
"Inchkwakwa Enterprises Limited","Non-specialized wholesale trade","NOT_mining_related","no","120220043938","30/12/2022","439","3","0","Iron Ore/Malachite/Nickel","1","0","1"
"WIDE FOCUS LIMITED","Non-specialized wholesale trade","NOT_mining_related","no","120170005037","05/07/2017","438","1","0","Tantalum/Silver/Tungsten","0","1","0"
"Jagoda Tourmaline Extraction Limited","Other education n.e.c.","NOT_mining_related","no","120160001019","09/02/2016","418","1","1","Ruby/Quartz/Tourmaline","0","0","1"
"TRALCOM INVESTMENT LIMITED","Construction of buildings","NOT_mining_related","no","120230049432","19/04/2023","401","1","0","Limestone (General)/Lead/Rare EarthsElements","1","1","0"
"Dibri Investment Limited","Mixed farming","NOT_mining_related","no","120180007850","19/09/2018","401","1","0","Lithium/Manganese/Lead","0","0","1"
"Vortexzam Import and Export Limited","Other transportation support activities","NOT_mining_related","no","120140128295","10/12/2014","401","2","0","Gold/Silver/Copper","0","0","2"
"Mupangarwa Copper Mines","Mixed farming","NOT_mining_related","yes","120060062774","29/06/2006","400","1","1","Gold/Copper/Cobalt","0","0","1"
"ZAHAV FLAGE MINING LIMITED","Other transportation support activities","NOT_mining_related","yes","120150129914","18/02/2015","399","1","1","Manganese/Gold/Copper","0","0","1"
"Jalusi Investments Limited","Processing and preserving of fruit and vegetables","NOT_mining_related","no","119950035045","09/11/1995","399","1","1","Amethyst","0","0","1"
"Jeb Business Solutions and Mining Limited","Non-specialized wholesale trade","NOT_mining_related","yes","120180005418","28/06/2018","399","1","1","Manganese","0","0","1"
"Mzanga Enterprises Limited","Non-specialized wholesale trade","NOT_mining_related","no","120210014497","31/03/2021","399","1","0","Lithium/Nickel/Tin","1","0","1"
"Eriboma Enterprises Limited","Construction of buildings","NOT_mining_related","no","120160003159","28/04/2016","399","1","1","Lead/Silica/Zinc","0","0","1"
"Amestone Company Limited","Non-specialized wholesale trade","NOT_mining_related","no","120170003785","16/05/2017","399","1","1","Manganese/Lead/Tungsten","0","0","1"
"Vedas Investment Limited","Non-specialized wholesale trade","NOT_mining_related","no","120210014352","26/03/2021","398","1","1","Iron Ore/Silver/Gold","1","1","0"
"Azarel Investments Limited","Construction of buildings","NOT_mining_related","no","120140123879","02/07/2014","397","1","1","Iron Ore/Tantalum/Tin","0","0","1"
"W.J.W Construction Limited","Construction of buildings","NOT_mining_related","no","120150131194","07/04/2015","397","1","1","Gold/Silver/Cobalt","0","1","0"
"Jenipher Ng'andu Mining & Services Limited","Construction of buildings","NOT_mining_related","yes","120150135829","21/09/2015","396","1","1","Iron Ore/Quartz/Gold","0","0","0"
"Sandland Resources Limited","Processing and preserving of fruit and vegetables","NOT_mining_related","no","120160000346","18/01/2016","396","1","1","Silver/Nickel/Vanadium","0","1","1"
"Bekazulu Mining Limited","Freight transport by road","NOT_mining_related","yes","120090078458","29/04/2009","395","1","1","Limestone (General)/Phosphorus-Phosphates/Copper","0","0","1"
"Nicho Investments Limited","Freight transport by road","NOT_mining_related","no","120120102464","01/06/2012","395","1","0","Iron Ore/Manganese/Quartz","0","1","1"
"TERRAFORGE RESOURCES LIMITED","Non-specialized wholesale trade","NOT_mining_related","no","120241011595","22/08/2024","395","1","1","Gold/Copper/Cobalt","1","0","0"
"Muchenga Industrial Minerals Limited","Processing and preserving of fruit and vegetables","NOT_mining_related","yes","120130108650","15/01/2013","394","1","1","Lightweight Aggregate/Crushed/Broken Stone","0","0","1"
"Nathania Investments Limited","Non-specialized wholesale trade","NOT_mining_related","no","120220027719","07/02/2022","393","1","0","Gold/Malachite/Copper","1","0","1"
"Jamrob Enterprises Limited","Sale, maintenance and repair of motorcycles and related parts and accessories","NOT_mining_related","no","120080075396","15/10/2008","392","1","0","Silver/Rare EarthsElements/Nickel","0","1","0"
"PODASAK EXTRACT MINING LIMITED"," Non-specialized wholesale trade","NOT_mining_related","yes","120210023123","02/11/2021","389","1","1","Manganese/Nickel/Zinc","1","0","1"
"Picovolt Engineering Limited","Electrical installation","NOT_mining_related","no","120200007835","21/09/2020","388","1","0","Quartz/Molybdenum/Rare EarthsElements","1","0","1"
"Ngwanda Limited","Mixed farming","NOT_mining_related","no","119980040496","27/04/1998","383","2","2","Emerald/Beryllium","0","1","2"
"Lilume E.K.M Investment Limited","Construction of buildings","NOT_mining_related","no","120130113344","25/06/2013","379","1","1","Limestone (General)/Tin/Zinc","0","0","1"
"Chiba World Link Zambia Limited","Construction of buildings","NOT_mining_related","no","120200004532","11/06/2020","379","1","0","Granite/Graphite/Fluorine-Fluorite","1","0","1"
"Trovel distributors Limited","Freight transport by road","NOT_mining_related","no","120130118098","16/12/2013","378","1","1","Manganese/Lead/Zinc","0","0","1"
"Tecchinify Geographics Enterprise Limited","Computer consultancy and computer facilities management activities","NOT_mining_related","no","120200004716","17/06/2020","376","1","0","Gold/Malachite/Silver","1","1","0"
"Petejax Thrill Limited","Construction of other civil engineering projects","NOT_mining_related","no","120170000210","10/01/2017","373","1","0","Manganese/Lead/Tourmaline","0","0","0"
"ROGMAT ENTERPRISES & GENERAL DEALERS LIMITED","Freight transport by road","NOT_mining_related","no","120140118579","07/01/2014","371","1","0","Nickel/Manganese/Zinc","0","1","1"
"Fortified Mining and General Dealers Limited","Construction of buildings","NOT_mining_related","yes","120130110754","02/04/2013","368","1","1","Limestone (General)/Lightweight Aggregate","0","0","1"
"Macrolink Resources (z)Limited","Other manufacturing n.e.c.","NOT_mining_related","no","120080073604","04/07/2008","367","1","1","Copper","1","0","0"
"Butemwe Farming Services Limited","Raising of cattle and buffaloes","NOT_mining_related","no","120170002862","07/04/2017","367","1","0","Molding/Sand/Silver","0","1","1"
"Mackford General Works Limited","Construction of buildings","NOT_mining_related","no","120140119654","10/02/2014","363","1","0","Manganese/Quartz/Copper","0","0","1"
"Teviem Enterprises Limited","Sale of motor vehicles","NOT_mining_related","no","120120105176","07/09/2012","354","1","0","Iron Ore/Gold/Tourmaline","1","0","0"
"Adept Services Zambia Limited","Construction of buildings","NOT_mining_related","no","120160006321","07/09/2016","350","1","0","Copper","0","1","1"
"Tanda INVESTMENTS LIMITED"," Mixed farming","NOT_mining_related","no","120210020005","01/09/2021","349","1","0","Gold/Copper/Cobalt","1","1","0"
"Jordan Fresh Farms Limited","Mixed farming","NOT_mining_related","no","120210015197","21/04/2021","345","1","0","Silver/Zinc/Gold","1","0","1"
"Mwizerwa and Sons Mineral Trading Company Limited","Non-specialized wholesale trade","NOT_mining_related","yes","120190003315","26/04/2019","339","1","1","Tin/Tantalum","1","1","1"
"Azarel Investment Limited","Construction of buildings","NOT_mining_related","no","120140123879","02/07/2014","326","1","1","Copper","0","0","1"
"Luco Mines Company Limited","Non-specialized wholesale trade","NOT_mining_related","yes","119870016339","09/11/1987","325","2","1","Emerald/Copper/Quartz","0","1","0"
"Coles Logistics Limited"," Construction of other civil engineering projects","NOT_mining_related","no","120210022267","15/10/2021","323","1","0","Quartz/Sandstone/Limestone (General)","1","1","1"
"Weleyange Investment Limited","Manufacture of other porcelain and ceramic products","NOT_mining_related","no","120220040990","26/10/2022","322","2","0","Sand and Gravel/Feldspar/Beryllium","1","1","0"
"Minerals & Metals Corporation Zambia Limited","Non-specialized wholesale trade","NOT_mining_related","yes","120180006037","19/07/2018","321","1","0","Amethyst","0","0","1"
"BASEMETALLIC ZAMBIA LIMITED","Other transportation support activities","NOT_mining_related","no","120070068378","03/09/2007","320","1","1","Copper/Cobalt","0","0","1"
"Trenfort Investments Zambia Limited","Non-specialized wholesale trade","NOT_mining_related","no","120170005051","05/07/2017","318","1","0","Quartz/Gold/Tourmaline","0","0","1"
"Giemme Zambia Limited","Other transportation support activities","NOT_mining_related","no","120070065606","20/02/2007","314","3","0","Silver/Quartz/Silica","0","0","1"
"Katken Enterprises Limited","Other personal service activities n.e.c.","NOT_mining_related","no","120230049310","17/04/2023","303","1","0","Nickel/Quartz/Manganese","1","0","1"
"Benox Investments Limited","Non-specialized wholesale trade","NOT_mining_related","no","120160003752","26/05/2016","301","1","0","Nickel/Manganese/Zinc","0","0","1"
"Vortan Innovations Limited"," Non-specialized wholesale trade","NOT_mining_related","no","120210017806","29/06/2021","300","1","0","Manganese/Gold/Copper","1","0","1"
"Prowave  Investments  Limited","Wholesale on a fee or contract basis","NOT_mining_related","no","120241006928","18/05/2024","298","2","0","Gold/Copper/Cobalt","1","0","2"
"Hapa Development Zambia Limited","Other professional, scientific and technical activities n.e.c.","NOT_mining_related","no","120070069678","20/11/2007","297","1","1","Quartz/Emerald/Beryllium","0","0","0"
"Basemetalic Zambia Limited","Other transportation support activities","NOT_mining_related","no","120070068378","03/09/2007","297","1","0","Marble/Limestone (General)","0","0","1"
"Kamamu Engineering Limited","Construction of other civil engineering projects","NOT_mining_related","no","120220029638","11/03/2022","293","2","0","Limestone (General)/Marble/Dolomite","1","0","2"
"Flight Mining Limited","Construction of utility projects","NOT_mining_related","yes","120120103153","26/06/2012","286","2","1","Manganese/Quartz/Copper","0","0","1"
"Mahadebe Enterprises Limited","Photocopying, document preparation and other specialized office support activities","NOT_mining_related","no","120220041046","26/10/2022","284","1","0","Phosphorus-Phosphates/Zinc/Cobalt","1","0","1"
"Minache Resources Limited","Other personal service activities n.e.c.","NOT_mining_related","no","120241012935","18/09/2024","282","1","0","Gold","1","0","0"
"Samther General Services Limited","Construction of utility projects","NOT_mining_related","no","120190002039","04/03/2019","278","1","0","Nickel/Manganese/Tin","0","0","1"
"Minicom Technologies Limited","Wired telecommunications activities","NOT_mining_related","no","120130117782","03/12/2013","268","1","0","Nickel/Quartz/Zinc","1","1","0"
"Zimasi Resources Limited","Non-specialized wholesale trade","NOT_mining_related","no","120220028606","21/02/2022","265","2","0","Iron Ore/Gold/Copper","1","0","1"
"Sky Africa Engineering & Construction Limited","Construction of buildings","NOT_mining_related","no","120140127717","14/11/2014","261","1","1","Sand and Gravel","0","1","0"
"Solidstone Construction Limited","Construction of buildings","NOT_mining_related","no","120120105087","05/09/2012","260","1","0","Manganese","0","0","0"
"Neelkanth Lime Limited","Freight transport by road","NOT_mining_related","no","120100083611","29/03/2010","253","1","1","Limestone (General)","0","1","1"
"Champion Minerals Limited","Other manufacturing n.e.c.","NOT_mining_related","yes","120170008664","09/11/2017","247","1","1","Manganese","0","1","1"
"Buffalo Consortium Limited","Real estate activities on a fee or contract basis","NOT_mining_related","no","120130112217","16/05/2013","247","1","1","Limestone (General)/Silver/Zinc","0","0","1"
"Izulu Lethu Mining & Trading Academy Limited","Other education n.e.c.","NOT_mining_related","yes","120190002518","25/03/2019","242","1","0","Manganese/Gold/Copper","1","0","1"
"Zambian Limo Tours & Travel Limited","Other professional, scientific and technical activities n.e.c.","NOT_mining_related","no","120130113933","18/07/2013","233","2","0","Limestone (General)/Manganese/Quartz","0","0","2"
"Wealth Front Resources Limited","Remediation activities and other waste management services","NOT_mining_related","no","120241011353","17/08/2024","233","1","0","Iron Ore/Manganese/Gold","1","0","0"
"Alois Enterprise  Limited","Construction of buildings","NOT_mining_related","no","120010047997","24/08/2001","227","2","0","Emerald","0","0","0"
"Huios Mining and Mineral Explorations","Construction of buildings","NOT_mining_related","yes","120070064903","05/01/2007","226","4","0","Gold/Copper/Cobalt","0","0","1"
"Uniturtle Industries Zambia Limited","Other manufacturing n.e.c.","NOT_mining_related","no","119840013488","08/11/1984","222","2","0","Limestone (General)/Dolomite","0","0","1"
"Masob General Dealers Limited","Mixed farming","NOT_mining_related","no","120210013170","23/02/2021","214","4","0","Quartz/Manganese/Gold","1","0","1"
"Dolomite Aggregate Limited","Freight transport by road","NOT_mining_related","yes","120040057329","15/12/2004","214","1","1","Dolomite","1","1","1"
"Kanshimba Development Company Limited","Construction of buildings","NOT_mining_related","no","120140121205","02/04/2014","212","1","0","Silica/Granite","0","0","1"
"Chisaka Estates Limited","Other professional, scientific and technical activities n.e.c.","NOT_mining_related","no","120110092547","23/05/2011","211","1","0","Nickel/Silver/Zinc","0","0","1"
"Chikana Mining Limited","Processing and preserving of fruit and vegetables","NOT_mining_related","yes","119970038284","22/05/1997","210","1","1","Emerald","0","0","1"
"Kapetu Quarry Limited","Construction of buildings","NOT_mining_related","yes","120100083788","07/04/2010","210","1","0","Iron Ore/Manganese/Zinc","0","1","0"
"Lizamwe Enterprises Limited","Non-specialized wholesale trade","NOT_mining_related","no","120190007241","13/09/2019","206","5","0","Gold/Silver/Manganese","1","1","0"
"Highway Industries Limited","Construction of buildings","NOT_mining_related","no","120210012558","05/02/2021","194","1","0","Iron Ore/Anhydrite/Limestone (General)","1","1","1"
"The Big Shofolo Enterprises Limited","Renting and leasing of other machinery, equipment and tangible goods","NOT_mining_related","no","120230047841","18/03/2023","187","1","0","Tantalum/Iron Ore/Gold","1","0","0"
"GWK Earth Movers.Com Limited","Non-specialized wholesale trade","NOT_mining_related","no","120160006450","14/09/2016","187","1","0","Quartz/Silica/Gold","0","0","1"
"Orbit Drilling and Exploration Limited","Construction of utility projects","NOT_mining_related","yes","120140125857","08/09/2014","183","2","0","Lead/Manganese/Zinc","0","0","2"
"SANDSTONE PROJECTS LIMITED","Construction of roads and railways","NOT_mining_related","no","120210024583","03/12/2021","178","1","0","Manganese/Silver/Zinc","1","1","0"
"Asalaam Zambia Limited","Non-specialized wholesale trade","NOT_mining_related","no","120170003457","04/05/2017","175","1","0","Limestone (General)/Sand/Dolomite","0","0","0"
"Nyengo Resources Limited","Non-specialized wholesale trade","NOT_mining_related","no","120241013201","23/09/2024","174","3","0","Iron Ore/Fluorine-Fluorite/Coal","1","0","0"
"Myala City Company Limited","Other manufacturing n.e.c.","NOT_mining_related","no","120200006366","12/08/2020","170","2","0","Granite/Copper","1","1","1"
"Jakaya Mining Limited","Construction of buildings","NOT_mining_related","yes","120110098455","28/12/2011","167","1","0","Manganese/Lead/Zinc","0","0","0"
"LA Tashen Limited","Non-specialized wholesale trade","NOT_mining_related","no","120190001261","08/02/2019","154","1","0","Manganese/Lead/Silver","0","0","1"
"J.L.Cole Investments Limited","Non-specialized wholesale trade","NOT_mining_related","no","120220037633","16/08/2022","153","1","0","Copper","1","0","1"
"Matalloy Company Limited","Other manufacturing n.e.c.","NOT_mining_related","no","119960006971","10/08/1996","150","1","1","Copper","0","1","1"
"Top Feng Investments Limited","Mixed farming","NOT_mining_related","no","120220039848","28/09/2022","150","1","0","Coal","1","0","0"
"Kantobo Mining Limited","Mixed farming","NOT_mining_related","yes","120060063928","12/10/2006","149","1","1","Copper/Cobalt","0","1","1"
"Mediterranean Mining Limited","Construction of buildings","NOT_mining_related","yes","120030052732","23/06/2003","149","1","1","Gold/Copper","0","1","1"
"Sulicol Trading Limited","Non-specialized wholesale trade","NOT_mining_related","no","120230055519","25/08/2023","148","1","0","Nickel/Malachite/Zinc","1","0","1"
"Maxchi Cargo Services Zambia Limited","Cargo handling","NOT_mining_related","no","120170004662","16/06/2017","144","1","0","Manganese/Nickel/Anhydrite","0","0","0"
"Goldbelt Mining Industries Limited","Construction of buildings","NOT_mining_related","yes","120140123392","13/06/2014","139","1","0","Lead/Iron Ore/Graphite","0","0","0"
"AJM Construction Limited","Construction of buildings","NOT_mining_related","no","120140120264","28/02/2014","137","1","0","Sand and Gravel/Crushed/Broken Stone","0","0","1"
"Mechross enterprises limited"," Construction of other civil engineering projects","NOT_mining_related","no","120210023496","10/11/2021","133","1","0","Manganese/Lead/Zinc","1","1","1"
"Namadan General Trading Limited","Sale of motor vehicle parts and accessories","NOT_mining_related","no","120080075998","20/11/2008","133","1","0","Gold/Copper/Cobalt","0","1","1"
"Dekalb General Dealers Limited","Construction of roads and railways","NOT_mining_related","no","120220026888","19/01/2022","133","1","0","Malachite/Nickel/Gold","1","1","1"
"Reality Real Estate Limited","Real estate activities on a fee or contract basis","NOT_mining_related","no","120180007707","13/09/2018","127","2","0","Emerald/Beryllium","0","1","1"
"Kailjee Construction Zambia Limited","Other specialized construction activities","NOT_mining_related","no","120080070908","05/02/2008","121","1","1","Sand and Gravel/Granite","0","1","1"
"Chilanga Cement  Plc","Other manufacturing n.e.c.","NOT_mining_related","yes","120080000304","29/07/1949","119","1","1","Limestone (General)","0","1","1"
"Kalukana Investments Limited","Construction of buildings","NOT_mining_related","no","120090076881","19/01/2009","118","1","0","Emerald/Beryllium","0","0","1"
"Mamala Enterprises Limited","Other transportation support activities","NOT_mining_related","no","119990043484","13/10/1999","117","1","0","Amethyst","0","0","0"
"LSL CONSULTANCY & INVESTMENT LIMITED","Non-specialized wholesale trade","NOT_mining_related","no","120241006442","10/05/2024","111","1","0","Quartz/Nickel/Zinc","1","0","1"
"Distinction Work Wear Garments Limited","Other transportation support activities","NOT_mining_related","no","120120103994","27/07/2012","110","1","0","Manganese/Zinc/Gold","0","0","0"
"Khadela Mining Limited","Radio broadcasting","NOT_mining_related","yes","120030053250","28/08/2003","109","3","3","Amethyst/","0","0","0"
"Katima Stones Limited","Other manufacturing n.e.c.","NOT_mining_related","no","120000046088","05/12/2000","108","1","1","Stone","1","1","1"
"Vermark General Engineering Limited","Construction of other civil engineering projects","NOT_mining_related","no","120210021255","27/09/2021","108","1","0","Manganese/Rare EarthsElements/Lead","1","1","1"
"Chanosi Enterprises and General Dealers Limited","Non-specialized wholesale trade","NOT_mining_related","no","120170003467","04/05/2017","107","1","0","Mica/Nickel/Limestone (General)","0","1","0"
"Chisunka Mining and Natural Resources Foundation Limited","Other social work activities without accommodation","NOT_mining_related","yes","120120105825","01/10/2012","101","1","0","Lead/Manganese/Silver","1","0","1"
"Thrio Consulting and Management Services Limited","Construction of buildings","NOT_mining_related","no","120040057036","18/11/2004","100","1","0","Silver/Quartz/Zinc","0","0","1"
"Lu Hang Stone Mining Company Limited","Other manufacturing n.e.c.","NOT_mining_related","yes","120130116902","01/11/2013","96","1","1","Limestone (General)/Dolomite","0","1","1"
"Juta Investment Limited","Non-specialized wholesale trade","NOT_mining_related","no","120251022111","14/03/2025","96","1","0","Silver/Zinc/Diamond","1","0","0"
"Lincolnsabrina Equity Limited","Non-specialized wholesale trade","NOT_mining_related","no","120210011867","19/01/2021","94","1","0","Quartz/Lithium/Tin","1","0","0"
"Buyaco Intergrated Limited","Other human health activities","NOT_mining_related","no","120170002603","31/03/2017","93","1","0","Zinc/Iron Ore/Copper","0","0","1"
"Yasac Investments Limited","Freight transport by road","NOT_mining_related","no","120120107056","15/11/2012","90","1","0","Lead/Tin/Zinc","1","0","0"
"Jolunde Agro Services Limited"," Support activities for crop production","NOT_mining_related","no","120210016277","19/05/2021","89","1","0","Emerald/Beryllium","1","0","1"
"Batizateck Youth Investments Limited"," Construction of other civil engineering projects","NOT_mining_related","no","120210016846","03/06/2021","89","2","0","Copper/Cobalt/Gold","1","0","0"
"Novatrade Investments Limited","Non-specialized wholesale trade","NOT_mining_related","no","120241004151","22/03/2024","88","1","0","Coal/Feldspar/Fluorine-Fluorite","1","1","0"
"Wincyril Enterprises Limited","Non-specialized wholesale trade","NOT_mining_related","no","120180009060","26/10/2018","86","1","0","Manganese/Gold/Zinc","0","0","1"
"Mount Horeb Investments Limited","Freight transport by road","NOT_mining_related","no","120020051357","20/12/2002","85","1","1","Tin/Titanium/Tungsten","0","1","1"
"Lawgum Investments Limited","Construction of buildings","NOT_mining_related","no","120080071139","18/02/2008","83","1","0","Manganese/Malachite/Limestone (General)","0","0","0"
"Mano Yachilamaka Mining Company Limited","Non-specialized wholesale trade","NOT_mining_related","yes","120170009008","21/11/2017","78","1","1","Emerald/Beryllium","0","0","1"
"Frank Shewitt Enterprises Limited","Private security activities","NOT_mining_related","no","120100086585","26/08/2010","75","1","0","Amethyst","0","0","1"
"Project For Agricultural And Individual Development Limited","Mixed farming","NOT_mining_related","no","120190002036","04/03/2019","69","1","0","Iron Ore/Manganese/Rare EarthsElements","0","0","1"
"Bendu Transport Limited","Freight transport by road","NOT_mining_related","no","120080070573","17/01/2008","67","1","1","Silica/Sand and Gravel","0","0","1"
"SIRMUSA MINERALS LIMITED","Non-specialized wholesale trade","NOT_mining_related","yes","120241005035","11/04/2024","67","2","0","Manganese/Silver/Zinc","1","0","0"
"Bonita Logistics Limited","Freight transport by road","NOT_mining_related","no","120200002915","16/04/2020","67","1","0","Quartz/Silica/Silver","0","0","1"
"Bauxite Mining Limited","Construction of other civil engineering projects","NOT_mining_related","yes","120010048614","21/11/2001","66","1","0","Silica/Silver/Zinc","0","1","1"
"Kuti Foods Company Limited","Other food service activities","NOT_mining_related","no","120210023155","03/11/2021","63","1","0","Tantalum/Quartz/Tourmaline","1","0","1"
"Smart Wood Limited","Sawmilling and planing of wood","NOT_mining_related","no","120180006342","01/08/2018","63","2","2","Silver/Tantalum/Tin","0","0","1"
"Mirage Investments Limited","Other transportation support activities","NOT_mining_related","no","120090079318","26/06/2009","60","1","0","Manganese/Copper","1","1","1"
"Mara Benefit Logistics Limited","Non-specialized wholesale trade","NOT_mining_related","no","120210015382","26/04/2021","60","2","0","Nickel/Manganese/Zinc","1","0","0"
"Starmiles Enterprises Limited","Other transportation support activities","NOT_mining_related","no","120150134096","20/07/2015","59","1","1","Talc-Soapstone/Marble/Limestone (General)","0","0","1"
"Junior Jala Holdings limited","Other personal service activities n.e.c.","NOT_mining_related","no","120200007179","03/09/2020","59","1","0","Iron Ore","1","1","1"
"Lotuno Enterprises Limited","Processing and preserving of fish, crustaceans and molluscs","NOT_mining_related","no","120170001558","24/02/2017","57","1","1","Tin/Tourmaline/Amethyst","0","0","0"
"Beatis Ventura Limited","Architectural and engineering activities and related technical consultancy","NOT_mining_related","no","120150132080","07/05/2015","56","1","0","Tantalum/Silver/Quartz","0","0","1"
"Sikum Agencies Limited","Other manufacturing n.e.c.","NOT_mining_related","no","120000044290","06/03/2000","56","1","0","Manganese/Iron Ore/Copper","0","0","0"
"Musenga Resources Limited","Other specialized construction activities","NOT_mining_related","no","120200007100","01/09/2020","53","1","1","Gold/Zinc/Cobalt","1","0","1"
"Kanfield Limited","Construction of buildings","NOT_mining_related","no","120160000977","08/02/2016","51","1","0","Anhydrite/Gypsum","0","0","1"
"Central Province Agricultural Growth Scheme Of Zambia Limited","Freight transport by road","NOT_mining_related","no","120140121649","17/04/2014","50","1","1","Copper/Cobalt","0","0","1"
"Chimetal Zambia Limited","Other manufacturing n.e.c.","NOT_mining_related","no","120180003630","03/05/2018","50","1","1","Manganese","0","1","1"
"One Stop Tyre Express Limited","Sale of motor vehicle parts and accessories","NOT_mining_related","no","120170005528","21/07/2017","50","1","0","Gold/Copper/Cobalt","0","0","0"
"Garba Trading Limited","Mixed farming","NOT_mining_related","no","120220030763","01/04/2022","47","1","0","Emerald/Beryllium","1","0","1"
"Lusa Small Mines Limited","Other transportation support activities","NOT_mining_related","yes","120050060532","16/11/2005","46","1","1","Emerald/Beryllium","0","0","1"
"Charizma Enterprises Limited","Processing and preserving of fruit and vegetables","NOT_mining_related","no","120130111423","22/04/2013","46","1","1","Limestone (General)/Dolomite","0","1","1"
"Tirupati Investment Limited","Construction of buildings","NOT_mining_related","no","120130109163","04/02/2013","45","1","0","Emerald/Quartz/Corundum","0","0","0"
"MC Chewe Building and General Contractors Limit","Freight transport by road","NOT_mining_related","no","119930028612","14/05/1993","44","1","0","Emerald","0","0","0"
"M.G Mwanjisi Auto Parts Limited","Construction of buildings","NOT_mining_related","no","120130111555","24/04/2013","44","1","0","Emerald","1","0","1"
"TRYTON CONSTRUCTION & ENGINEERING COMPANY LIMITED","Construction of buildings","NOT_mining_related","no","120160007528","17/10/2016","43","1","0","Limestone (General)/Dolomite","0","0","1"
"CLASSACT VENTURES LIMITED","Mixed farming","NOT_mining_related","no","120251020810","19/02/2025","43","1","0","Gold/Iron Ore/Cobalt","1","0","0"
"Emmanuel and Joseph Scrap Metal Co. Ltd.","Materials recovery","NOT_mining_related","yes","119750008199","23/06/1975","40","1","1","Emerald","0","0","1"
"Remmy Contractors And General Dealers Limited","Wholesale of food, beverages and tobacco","NOT_mining_related","no","120080076315","11/12/2008","40","1","1","Quartz/Aquamarine","0","0","1"
"Solwezi Cement Limited","Other manufacturing n.e.c.","NOT_mining_related","yes","120080072759","21/05/2008","37","1","1","Manganese/Silica/Limestone (General)","0","0","1"
"Puza Investments Limited","Construction of buildings","NOT_mining_related","no","120180005727","10/07/2018","33","1","0","Manganese/Niobium (Columbium)/Limestone (General)","0","0","1"
"Union Star Industry Limited","Manufacture of basic iron and steel","NOT_mining_related","no","120180006256","27/07/2018","33","1","1","Zinc/Lead/Copper","0","1","0"
"Advantex Investments Limited","Materials recovery","NOT_mining_related","no","120130108700","16/01/2013","33","2","2","Copper","0","0","2"
"Big ponds Zambia Limited","Freight transport by road","NOT_mining_related","no","120090078276","17/04/2009","33","1","0","Limestone (General)/Lead/Zinc","0","1","0"
"Abracha Zambia Limited","Construction of buildings","NOT_mining_related","no","120120101571","02/05/2012","32","1","0","Emerald/Beryllium","0","0","0"
"Zambo Industrial Company Limited","Wholesale of solid, liquid and gaseous fuels and related products","NOT_mining_related","no","120241003600","11/03/2024","30","1","1","Nickel/Mica/Manganese","1","1","1"
"Point & Line Technology Ltd","Other publishing activities","NOT_mining_related","no","120210025277","17/12/2021","30","1","1","Stone","1","0","0"
"Kavs Equipment Limited","Freight transport by road","NOT_mining_related","no","120060063053","26/07/2006","28","1","1","Emerald","1","1","1"
"Omax Ferro Alloys Zambia Limited","Other manufacturing n.e.c.","NOT_mining_related","yes","120140128261","09/12/2014","27","1","1","Manganese/Quartz/Copper","0","1","1"
"Kovichi Contractors and Suppliers Limited","Construction of buildings","NOT_mining_related","no","120100082627","02/02/2010","27","1","1","Silica/Sand and Gravel","0","0","1"
"Melzer Mining Limited","Processing and preserving of fruit and vegetables","NOT_mining_related","yes","120110089935","01/02/2011","25","1","1","Emerald","1","1","1"
"Olipe Investments Limited","Raising of other animals","NOT_mining_related","no","120220043720","27/12/2022","23","1","0","Niobium (Columbium)/Nickel/Molybdenum","1","0","1"
"Novel Ferro Alloys Limited","Other manufacturing n.e.c.","NOT_mining_related","yes","120200004476","10/06/2020","23","1","1","Manganese/Quartz/Iron Ore","1","0","1"
"Easy Resources Limited","Other specialized construction activities","NOT_mining_related","no","120210018910","30/07/2021","23","1","1","Gold/Silver/Cobalt","1","1","1"
"Bubanji Resources Limited","Mixed farming","NOT_mining_related","no","120230058975","01/11/2023","20","1","1","Gold","1","0","1"
"Huan Yu Mining Mining Limited","Manufacture of basic iron and steel","NOT_mining_related","yes","120220028481","18/02/2022","20","1","1","Gold/Copper/Cobalt","1","0","1"
"Lukomaria Mining Investment Limited","Short term accommodation activities","NOT_mining_related","yes","119990042883","14/06/1999","20","1","0","Emerald/Beryllium","0","0","0"
"Goldtec Investment Limited","Non-specialized wholesale trade","NOT_mining_related","no","120190001262","08/02/2019","20","1","1","Copper/Cobalt","0","0","1"
"Millenium Business Systems Limited","Construction of buildings","NOT_mining_related","no","120090077150","03/02/2009","17","1","0","Quartz/Amethyst","0","1","0"
